Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;-;-;-;-;-;-;-;-;-;Totalt;-;-;-;-;-;-;-;-
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;7683;7270;8096;100,0;28;28;0;24;99,7;1;7019;640;318;155;106;60;60;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;1962;1804;2120;100,0;28;28;0;0;100,0;3;935;1027;27;335;612;53;53;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;9661;9089;10233;100,0;28;28;0;39;99,6;Totalt i retning Samfundet;7956;1667;345;491;718;113;113;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;-;-;-;-;-;-;-;-;-;Totalt;-;-;-;-;-;-;-;-
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;7283;6621;7945;100,0;31;31;0;26;99,6;1;6661;596;296;132;104;64;63;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;1811;1606;2016;100,0;31;31;0;0;100,0;3;877;934;26;331;538;39;38;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;9174;8327;10021;100,0;31;31;0;85;99,1;Totalt i retning Samfundet;7555;1534;323;465;643;103;102;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;-;-;-;-;-;-;-;-;-;Totalt;-;-;-;-;-;-;-;-
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;7756;7301;8211;100,0;30;30;0;29;99,6;1;7112;615;308;139;108;61;60;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;8585;6510;10660;16,7;30;5;25;3;100,0;2;8281;301;160;123;15;4;4;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;2068;1873;2263;100,0;30;30;0;1;100,0;3;1078;989;27;344;573;44;44;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;2893;2077;3709;16,7;30;5;25;1;100,0;4;1788;1104;32;72;899;101;101;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;9955;9314;10596;100,0;30;30;0;116;98,8;Totalt i retning Samfundet;8222;1617;337;487;687;107;106;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;11478;8591;14365;16,7;30;5;25;4;100,0;Totalt i retning Fjordgata;10069;1405;192;195;914;104;104;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;21540;16575;26505;16,7;30;5;25;21;99,9;Totalt;18557;2962;516;657;1577;212;211;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;7338;6846;7830;100,0;31;31;0;35;99,5;1;6681;623;306;147;103;67;66;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;8008;7402;8614;100,0;31;31;0;9;99,9;2;7690;309;163;123;16;6;6;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;2122;1894;2350;100,0;31;31;0;1;100,0;3;1168;954;25;320;565;44;44;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;2827;2575;3079;100,0;31;31;0;2;99,9;4;1718;1107;36;60;907;103;103;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;9457;8745;10169;100,0;31;31;0;33;99,7;Totalt i retning Samfundet;7848;1576;331;466;667;111;110;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;10838;9983;11693;100,0;31;31;0;13;99,9;Totalt i retning Fjordgata;9409;1416;200;183;924;110;109;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;20295;18731;21859;100,0;31;31;0;46;99,8;Totalt;17257;2992;531;650;1591;220;219;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;7723;7281;8165;100,0;30;30;0;30;99,6;1;7006;687;342;176;107;63;62;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;8469;7946;8992;100,0;30;30;0;3;100,0;2;8086;380;208;148;18;7;7;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;2221;2046;2396;100,0;30;30;0;1;100,0;3;1240;981;31;283;612;54;54;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;2948;2760;3136;100,0;30;30;0;1;100,0;4;1811;1136;48;62;920;106;106;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;9943;9333;10553;100,0;30;30;0;29;99,7;Totalt i retning Samfundet;8246;1668;373;459;720;117;116;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;11418;10719;12117;100,0;30;30;0;5;100,0;Totalt i retning Fjordgata;9897;1516;255;210;938;113;113;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;21361;20055;22667;100,0;30;30;0;34;99,8;Totalt;18143;3184;629;669;1658;229;228;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;5189;4869;5509;100,0;31;31;0;73;98,6;1;4625;491;296;143;43;9;8;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;6467;6117;6817;100,0;31;31;0;6;99,9;2;6134;327;182;130;11;4;4;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;1534;1452;1616;100,0;31;31;0;0;100,0;3;777;757;27;205;473;52;52;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;2061;1963;2159;100,0;31;31;0;0;100,0;4;1226;834;43;44;686;61;61;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;6677;6292;7062;100,0;31;31;0;35;99,5;Totalt i retning Samfundet;5398;1245;322;346;516;61;60;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;8575;8129;9021;100,0;31;31;0;46;99,5;Totalt i retning Fjordgata;7364;1165;225;177;698;65;65;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;15252;14478;16026;100,0;31;31;0;80;99,5;Totalt;12762;2410;547;523;1214;126;125;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;7615;7345;7885;100,0;31;31;0;65;99,1;1;6881;669;346;177;95;51;50;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;8439;8069;8809;100,0;31;31;0;34;99,6;2;8009;395;215;155;18;8;8;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;2236;2012;2460;100,0;31;31;0;1;100,0;3;1271;964;35;242;630;57;57;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;2988;2734;3242;100,0;31;31;0;6;99,8;4;1885;1097;54;62;877;103;103;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;9848;9378;10318;100,0;31;31;0;63;99,4;Totalt i retning Samfundet;8152;1633;380;419;725;108;107;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;11431;10855;12007;100,0;31;31;0;44;99,6;Totalt i retning Fjordgata;9894;1493;269;217;895;112;111;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;21279;20238;22320;100,0;31;31;0;107;99,5;Totalt;18047;3125;650;636;1619;220;218;2
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;7424;7103;7745;100,0;30;30;0;35;99,5;1;6753;636;299;156;116;66;65;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;8122;7718;8526;100,0;30;30;0;7;99,9;2;7798;317;170;127;15;6;6;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;2201;2009;2393;100,0;30;30;0;1;100,0;3;1194;1006;32;276;651;47;47;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;2965;2778;3152;100,0;30;30;0;3;99,9;4;1795;1168;45;72;946;105;105;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;9613;9120;10106;100,0;30;30;0;34;99,6;Totalt i retning Samfundet;7939;1640;330;431;767;112;111;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;11100;10511;11689;100,0;30;30;0;13;99,9;Totalt i retning Fjordgata;9600;1486;215;200;961;111;111;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;20713;19639;21787;100,0;30;30;0;47;99,8;Totalt;17539;3127;545;630;1728;223;222;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;7414;7118;7710;100,0;31;31;0;55;99,3;1;6746;613;324;162;88;40;39;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;8174;7776;8572;100,0;31;31;0;4;100,0;2;7841;329;173;138;11;6;6;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;2208;2040;2376;100,0;31;31;0;3;99,9;3;1109;1097;30;301;689;77;77;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;2960;2780;3140;100,0;31;31;0;2;99,9;4;1754;1204;42;104;951;107;107;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;9622;9162;10082;100,0;31;31;0;57;99,4;Totalt i retning Samfundet;7855;1710;353;463;777;117;116;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;11134;10558;11710;100,0;31;31;0;6;99,9;Totalt i retning Fjordgata;9596;1533;214;243;962;113;113;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;20756;19724;21788;100,0;31;31;0;63;99,7;Totalt;17450;3242;568;705;1740;230;229;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;7416;6726;8106;23,3;30;7;23;66;99,1;1;6781;568;320;165;61;22;21;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;8304;7344;9264;23,3;30;7;23;4;100,0;2;7977;323;176;130;10;7;7;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;2273;1833;2713;23,3;30;7;23;1;100,0;3;1142;1130;31;331;677;92;92;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;3039;2553;3525;23,3;30;7;23;2;99,9;4;1837;1200;42;143;912;103;103;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;9689;8579;10799;23,3;30;7;23;68;99,3;Totalt i retning Samfundet;7923;1698;351;496;738;114;113;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;11344;9906;12782;23,3;30;7;23;7;99,9;Totalt i retning Fjordgata;9815;1523;218;273;921;110;110;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;21033;18493;23573;23,3;30;7;23;74;99,6;Totalt;17738;3221;569;769;1659;224;223;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;6976;6194;7758;83,9;31;26;5;42;99,4;1;6421;513;251;116;88;58;58;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;7656;6763;8549;83,9;31;26;5;6;99,9;2;7427;223;122;90;7;4;4;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;1874;1593;2155;83,9;31;26;5;1;99,9;3;1007;866;28;238;556;44;44;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;2739;2348;3130;83,9;31;26;5;5;99,8;4;1730;1005;40;122;752;90;90;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;8849;7789;9909;83,9;31;26;5;42;99,5;Totalt i retning Samfundet;7428;1379;279;353;644;103;102;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;10396;9115;11677;83,9;31;26;5;12;99,9;Totalt i retning Fjordgata;9157;1228;162;212;759;94;94;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;19245;16905;21585;83,9;31;26;5;54;99,7;Totalt;16584;2606;440;565;1404;197;196;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;7000;6560;7440;100,0;31;31;0;25;99,6;1;6322;654;305;165;113;71;71;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;7603;7082;8124;100,0;31;31;0;4;99,9;2;7308;292;149;125;12;5;5;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;1985;1813;2157;100,0;31;31;0;0;100,0;3;983;1002;25;290;641;47;47;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;2845;2616;3074;100,0;31;31;0;2;99,9;4;1676;1167;35;165;865;101;101;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;8985;8377;9593;100,0;31;31;0;24;99,7;Totalt i retning Samfundet;7305;1656;330;454;754;117;117;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;10448;9701;11195;100,0;31;31;0;7;99,9;Totalt i retning Fjordgata;8983;1459;185;291;877;106;106;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;19433;18080;20786;100,0;31;31;0;31;99,8;Totalt;16288;3114;515;745;1631;223;223;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;7306;6890;7722;100,0;28;28;0;8;99,9;1;6640;657;321;152;113;70;70;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;7904;7415;8393;100,0;28;28;0;2;100,0;2;7627;275;148;114;10;4;4;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;2003;1845;2161;100,0;28;28;0;1;100,0;3;993;1009;27;320;616;46;46;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;2866;2670;3062;100,0;28;28;0;1;100,0;4;1686;1179;37;191;850;100;100;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;9309;8739;9879;100,0;28;28;0;9;99,9;Totalt i retning Samfundet;7634;1666;348;472;729;116;116;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;10770;10088;11452;100,0;28;28;0;3;100,0;Totalt i retning Fjordgata;9313;1454;185;305;860;104;104;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;20079;18828;21330;100,0;28;28;0;12;99,9;Totalt;16947;3120;533;778;1589;220;220;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;7558;7161;7955;100,0;31;31;0;8;99,9;1;6889;660;323;160;113;64;64;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;8204;7708;8700;100,0;31;31;0;6;99,9;2;7917;282;149;118;10;4;4;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;2061;1895;2227;100,0;31;31;0;0;100,0;3;1059;1001;29;347;581;44;44;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;2968;2763;3173;100,0;31;31;0;3;99,9;4;1802;1163;41;172;855;96;95;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;9618;9056;10180;100,0;31;31;0;8;99,9;Totalt i retning Samfundet;7949;1661;352;507;694;109;108;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;11171;10472;11870;100,0;31;31;0;7;99,9;Totalt i retning Fjordgata;9719;1445;191;290;864;100;99;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;20790;19531;22049;100,0;31;31;0;16;99,9;Totalt;17668;3106;543;797;1558;208;207;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;6695;5969;7421;100,0;30;30;0;21;99,7;1;6088;587;273;142;114;58;58;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;7364;6568;8160;100,0;30;30;0;6;99,9;2;7091;267;136;115;11;4;4;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;1799;1567;2031;100,0;30;30;0;1;99,9;3;910;889;24;300;527;37;36;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;2625;2323;2927;100,0;30;30;0;8;99,7;4;1570;1047;34;95;824;94;92;2
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;8485;7540;9430;100,0;30;30;0;15;99,8;Totalt i retning Samfundet;6996;1474;297;441;641;96;94;2
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;9998;8904;11092;100,0;30;30;0;21;99,8;Totalt i retning Fjordgata;8663;1315;171;211;834;99;97;2
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;18483;16449;20517;100,0;30;30;0;35;99,8;Totalt;15659;2789;468;652;1475;194;191;3
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;7400;6917;7883;100,0;31;31;0;73;99,0;1;6644;684;307;171;129;76;75;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;8294;7794;8794;100,0;31;31;0;13;99,8;2;7940;341;170;146;19;6;6;0
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;1869;1671;2067;100,0;31;31;0;1;99,9;3;935;933;23;333;539;38;37;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;2766;2550;2982;100,0;31;31;0;26;99,1;4;1626;1114;39;88;867;121;118;3
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;9248;8626;9870;100,0;31;31;0;57;99,4;Totalt i retning Samfundet;7577;1614;329;504;669;113;111;2
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;11080;10370;11790;100,0;31;31;0;54;99,5;Totalt i retning Fjordgata;9568;1458;210;234;886;128;125;3
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;20329;19032;21626;100,0;31;31;0;112;99,4;Totalt;17145;3072;539;738;1554;241;236;5
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;6960;6382;7538;100,0;30;30;0;84;98,8;1;6228;649;316;161;109;64;62;2
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;8365;7735;8995;100,0;30;30;0;32;99,6;2;7961;372;190;149;23;10;9;1
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;2016;1815;2217;100,0;30;30;0;0;100,0;3;1118;898;29;291;540;38;32;6
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;2816;2584;3048;100,0;30;30;0;27;99,0;4;1724;1065;51;81;826;107;102;5
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;8924;8176;9672;100,0;30;30;0;43;99,5;Totalt i retning Samfundet;7340;1541;344;449;648;99;92;7
16219V72812;Prinsens gt nord for Elgeseter bru;FV6690 S3D1 m640;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;11233;10376;12090;100,0;30;30;0;100;99,1;Totalt i retning Fjordgata;9691;1442;242;233;849;118;112;6
