Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-06-01T00:00+02:00;2015-07-01T00:00+02:00;2015;6;8673;-;-;-;-;-;-;-;-;3;8025;648;262;244;109;33;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-06-01T00:00+02:00;2015-07-01T00:00+02:00;2015;6;12999;-;-;-;-;-;-;-;-;4;11115;1884;546;767;260;311;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-06-01T00:00+02:00;2015-07-01T00:00+02:00;2015;6;15194;-;-;-;-;-;-;-;-;5;12796;2398;618;1009;401;370;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-06-01T00:00+02:00;2015-07-01T00:00+02:00;2015;6;7724;-;-;-;-;-;-;-;-;6;6784;940;254;379;216;91;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-06-01T00:00+02:00;2015-07-01T00:00+02:00;2015;6;27346;-;-;-;-;-;-;-;-;Totalt i retning Trondheim;24202;3144;942;1284;514;404;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-06-01T00:00+02:00;2015-07-01T00:00+02:00;2015;6;26082;-;-;-;-;-;-;-;-;Totalt i retning Heimdal;23020;3062;963;1203;486;410;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-06-01T00:00+02:00;2015-07-01T00:00+02:00;2015;6;53428;-;-;-;-;-;-;-;-;Totalt;47222;6206;1905;2487;1000;814;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;2392;-;-;-;-;-;-;-;-;1;2307;85;51;29;4;1;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;3644;-;-;-;-;-;-;-;-;2;3461;183;121;49;7;6;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;6834;-;-;-;-;-;-;-;-;3;6266;568;240;230;72;26;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;10334;-;-;-;-;-;-;-;-;4;8811;1523;462;660;169;232;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;11989;-;-;-;-;-;-;-;-;5;9971;2018;540;876;327;275;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;6819;-;-;-;-;-;-;-;-;6;5841;978;290;414;203;71;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;21215;-;-;-;-;-;-;-;-;Totalt i retning Trondheim;18544;2671;831;1135;403;302;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;20797;-;-;-;-;-;-;-;-;Totalt i retning Heimdal;18113;2684;873;1123;379;309;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-07-01T00:00+02:00;2015-08-01T00:00+02:00;2015;7;42012;-;-;-;-;-;-;-;-;Totalt;36657;5355;1704;2258;782;611;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;3300;-;-;-;-;-;-;-;-;1;3193;107;65;35;5;2;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;4607;-;-;-;-;-;-;-;-;2;4407;200;133;52;9;6;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;7736;-;-;-;-;-;-;-;-;3;7163;573;225;227;90;31;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;11530;-;-;-;-;-;-;-;-;4;9975;1555;459;651;186;259;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;13486;-;-;-;-;-;-;-;-;5;11432;2054;530;850;355;319;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;7584;-;-;-;-;-;-;-;-;6;6651;933;256;380;205;92;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;24522;-;-;-;-;-;-;-;-;Totalt i retning Trondheim;21788;2734;820;1112;450;352;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;23721;-;-;-;-;-;-;-;-;Totalt i retning Heimdal;21033;2688;848;1083;400;357;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-08-01T00:00+02:00;2015-09-01T00:00+02:00;2015;8;48243;-;-;-;-;-;-;-;-;Totalt;42821;5422;1668;2195;850;709;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-09-01T00:00+02:00;2015-10-01T00:00+02:00;2015;9;3629;-;-;-;-;-;-;-;-;1;3520;109;67;37;4;1;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-09-01T00:00+02:00;2015-10-01T00:00+02:00;2015;9;5752;-;-;-;-;-;-;-;-;2;5505;247;160;65;11;11;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-09-01T00:00+02:00;2015-10-01T00:00+02:00;2015;9;8144;-;-;-;-;-;-;-;-;3;7544;600;227;229;109;35;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-09-01T00:00+02:00;2015-10-01T00:00+02:00;2015;9;13708;-;-;-;-;-;-;-;-;4;11820;1888;516;741;303;328;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-09-01T00:00+02:00;2015-10-01T00:00+02:00;2015;9;13983;-;-;-;-;-;-;-;-;5;11855;2128;525;857;374;372;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-09-01T00:00+02:00;2015-10-01T00:00+02:00;2015;9;5741;-;-;-;-;-;-;-;-;6;5076;665;163;270;161;71;-;-
06970V72811;Kroppanbrua;EV6 S75D1 m2632;2015-09-01T00:00+02:00;2015-10-01T00:00+02:00;2015;9;25756;-;-;-;-;-;-;-;-;Totalt i retning Trondheim;22919;2837;819;1123;487;408;-;-
